key,label,kind,values,count,file,line,heading,raw
generic::SCR-M001::운영 보기 탭,운영 보기 탭,generic,회원 목록 / 회원권 목록 / 수강권 목록 / 락커 목록 / 운동복 목록으로 보기 방식을 전환,,V1/D02-회원관리/회원관리.md,37,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,- 운영 보기 탭: 회원 목록 / 회원권 목록 / 수강권 목록 / 락커 목록 / 운동복 목록으로 보기 방식을 전환합니다. 센터 운영 방식에 따라 일부 탭은 숨길 수 있습니다.
generic::SCR-M001::저장 뷰 탭 (MBR-01-03),저장 뷰 탭 (MBR-01-03),generic,상담내역 / 상담예약 / 재등록대상 / 고객관리 같은 운영 저장 뷰를 상단 서브,,V1/D02-회원관리/회원관리.md,39,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,- 저장 뷰 탭 (MBR-01-03): 상담내역 / 상담예약 / 재등록대상 / 고객관리 같은 운영 저장 뷰를 상단 서브 탭으로 제공합니다. CRM-01 리드관리와 분리된 회원 원장 관점의 조회 뷰입니다.
member_status_tabs,회원 상태 필터 탭,canonical,미등록 / 전체 / 활성 / 만료 / 예정 / 임박 / 홀딩 / 탈퇴,8,V1/D02-회원관리/회원관리.md,41,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,"- 상태 필터 탭 (MBR-01-05): 전체 · 활성 · 만료 · 예정 · 임박 · 홀딩 · 미등록 · 탈퇴 총 8개 탭을 건수 배지와 함께 표시합니다. 전체는 집계 탭이고, 나머지 7개는 실제 회원 상태값입니다. 클릭 시 해당 상태의 회원만 표시되며, 임박은 자동 라벨의 만료임박과 이름은 비슷하지만 회원 상태 필터 값입니다. 정지는 실제 회원 상태값이 아니라 현재 상태 위에 적용되는 이용 제한 플래그입니다."
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,V1/D02-회원관리/회원관리.md,43,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,"- 검색 및 필터 바 (MBR-01-04): 이름·연락처·운동 ID 통합 검색, 계약상품·성별·최종만료일·최근방문일 필터를 제공합니다. 추가 필터로 관심회원만 보기, 미방문 기간, 회원구분, 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장), 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타), 만료 상품 숨기기, 출석 시 상세 팝업 기본값을 제어합니다."
generic::SCR-M001::MBR-01-07 회원 목록 테이블 (MBR-01-07),MBR-01-07 회원 목록 테이블 (MBR-01-07),generic,선택 체크박스 / No / 상태 / 회원명 / 성별 / 생년월일 / 나이 / 연락처 / 보유 이용권 / 소속 지점 / 마지막 방문일 / 등록일,,V1/D02-회원관리/회원관리.md,49,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,- MBR-01-07 회원 목록 테이블 (MBR-01-07): 선택 체크박스 / No / 상태 배지 / 회원명 / 성별 / 생년월일 / 나이 / 연락처 / 보유 이용권 / 소속 지점 / 마지막 방문일 / 등록일 컬럼으로 구성합니다. 행 클릭 또는 OPEN 액션으로 상세 진입이 가능합니다.
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,V1/D02-회원관리/회원관리.md,51,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,"- 우측 상세 팝업 패널: 상단 토글이 켜져 있으면 회원 행 선택 시 우측 패널이 슬라이드 인 됩니다. 패널에는 프로필, 방문기록 유무, 출석 체크 / 상품 구매 / 메시지 / 더보기 액션, 기본 인적사항, 상담 담당자, 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장), 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타), 운동목적, 구독 플랜, 외부 연동 상태를 요약 표시합니다."
generic::SCR-M001::삭제·탈퇴 회원 보기 토글 (헤더) (MBR-01-12),삭제·탈퇴 회원 보기 토글 (헤더) (MBR-01-12),generic,활성화하면 삭제 / 탈퇴 처리된 회원이 별도 섹션,,V1/D02-회원관리/회원관리.md,57,D02-회원관리 회원관리 > SCR-M001 회원 목록 > 2. UI 구성,- 삭제·탈퇴 회원 보기 토글 (헤더) (MBR-01-12): 활성화하면 삭제 또는 탈퇴 처리된 회원이 별도 섹션 또는 별도 탭으로 표시됩니다. 토글 OFF 상태에서는 삭제·탈퇴 회원이 목록에서 숨겨집니다.
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,V1/D02-회원관리/회원관리.md,165,D02-회원관리 회원관리 > SCR-M002 회원 등록 > 2. UI 구성,"- [Step 1] 관리 정보 (MBR-03-04): 소속지점 / 기본 이용지점 / 담당 상담자(FC) / 담당 트레이너 / 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장) / 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타) / 운동 목적 / 기본 매출 귀속 지점 / 기본 인센티브 귀속자 (모두 선택). 담당 상담자는 상담 성과 기준이며, 실제 결제 완료 시 판매 담당자/인센티브 귀속자는 결제 화면에서 다시 확인한다."
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,V1/D02-회원관리/회원관리.md,286,D02-회원관리 회원관리 > SCR-M003 회원 수정 > 2. UI 구성,- [Step 1] 관리 정보: 소속지점 / 기본 이용지점 / 담당 상담자(FC) / 담당 트레이너 / 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장) / 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타) / 운동 목적 / 기본 매출 귀속 지점 / 기본 인센티브 귀속자
generic::SCR-M004::15개 탭,15개 탭,generic,회원정보 / 이용권 / 출석 이력 / 결제 이력 / 결제내역 / 예약내역 / 상세내역 / 체성분 / 상담 / 메모 / 레슨 / 신체정보 / 종합평가 / 상담이력 / 운동프로그램 / 운동이력,15,V1/D02-회원관리/회원관리.md,383,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성 (MBR-02-03),- 15개 탭: 회원정보 · 이용권 · 출석 이력 · 결제 이력 · 결제내역 · 예약내역 · 상세내역 · 체성분 · 상담·메모 · 레슨 · 신체정보 · 종합평가 · 상담이력 · 운동프로그램 · 운동이력
generic::SCR-M004::결제이력 / 결제내역 탭,결제이력 / 결제내역 탭,generic,현금 / 계좌이체 수납행 / 외부 POS / VAN 승인번호 / 이체확인번호 / 계좌이체 입금자명 / 현금영수증 처리 여부 / 영수증 파일 / 인보이스 버튼을 함께 표시,1,V1/D02-회원관리/회원관리.md,385,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성 (MBR-02-03),"- 결제이력 / 결제내역 탭: 한 번의 장바구니 결제는 CRM 내부 승인번호 1개를 기준으로 표시합니다. 같은 내부 승인번호 아래에 카드/현금/계좌이체 수납행, 외부 POS/VAN 승인번호 또는 이체확인번호, 계좌이체 입금자명, 현금영수증 처리 여부, 영수증 파일, 인보이스 버튼을 함께 표시합니다."
generic::SCR-M004::계약 정보 탭 카드 보드,계약 정보 탭 카드 보드,generic,이용권 / 락커 / 운동복 상품을,,V1/D02-회원관리/회원관리.md,389,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성 (MBR-02-03),"- 계약 정보 탭 카드 보드: 이용권/락커/운동복 상품을 카드형으로 노출합니다. 각 카드에는 계약 상태 배지(사용중/홀딩/계약 만료임박), 상품명, 기간, 판매 담당자, 계약일, 더보기 메뉴가 표시됩니다."
generic::SCR-M004::계약 내역 원장 테이블,계약 내역 원장 테이블,generic,하단에 계약일 / 유형 / 계약 / 계약금액 / 합계 / 결제금액 / 미납 / 할인내역 / 메모 / 메뉴,,V1/D02-회원관리/회원관리.md,393,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 2. UI 구성 (MBR-02-03),- 계약 내역 원장 테이블: 하단에 계약일 / 유형 / 계약 / 계약금액 / 합계 / 결제금액 / 미납 / 할인내역 / 메모 / 메뉴 컬럼을 제공합니다. 카드 뷰와 원장 테이블은 동일 계약ID를 공유합니다.
member_actual_statuses,회원 실제 상태값,canonical,미등록 / 활성 / 만료 / 예정 / 임박 / 홀딩,,V1/D02-회원관리/회원관리.md,413,D02-회원관리 회원관리 > SCR-M004 회원 상세 > 4. 핵심 상태,"| 정지 플래그 | 실제 회원 상태값이 아니라 활성/만료/예정/임박/홀딩/미등록 상태 위에 적용되는 이용 제한 표시. 주황색 정지 사유 배너와 ""정지 해제"" 버튼은 이 플래그 기준으로 노출 |"
generic::SCR-M006::회원 요약 카드,회원 요약 카드,generic,선택한 회원의 이름 / 현재 이용권 / 상태를 한 줄,,V1/D02-회원관리/회원관리.md,571,D02-회원관리 회원관리 > SCR-M006 체성분 관리 > 2. UI 구성,- 회원 요약 카드: 선택한 회원의 이름·현재 이용권·상태를 한 줄로 표시. 클릭 시 회원 상세로 이동.
generic::SCR-M006::탭 (MBR-ADV-03-05),탭 (MBR-ADV-03-05),generic,측정 기록 / 추이 분석 두 가지 보기 전환,,V1/D02-회원관리/회원관리.md,573,D02-회원관리 회원관리 > SCR-M006 체성분 관리 > 2. UI 구성,"- 탭 (MBR-ADV-03-05): 측정 기록 / 추이 분석 두 가지 보기 전환. ""측정 추가"" 버튼은 탭 우측에 고정."
generic::SCR-M006::현재값 요약 카드 (4개) (MBR-ADV-03-01),현재값 요약 카드 (4개) (MBR-ADV-03-01),generic,현재 체중 / 골격근량 / 체지방률 / BMI를 최신 측정값,4,V1/D02-회원관리/회원관리.md,575,D02-회원관리 회원관리 > SCR-M006 체성분 관리 > 2. UI 구성,- 현재값 요약 카드 (4개) (MBR-ADV-03-01): 현재 체중 / 골격근량 / 체지방률 / BMI를 최신 측정값으로 표시. 이전 측정값 대비 변화량(증감 방향·색상)을 함께 표시.
generic::SCR-M008::MBR-EXT-02-01 가족 그룹 목록 (MBR-EXT-02-01),MBR-EXT-02-01 가족 그룹 목록 (MBR-EXT-02-01),generic,구성원 수 / 대표 회원 이름이 표시됩니다,,V1/D02-회원관리/회원관리.md,763,D02-회원관리 회원관리 > SCR-M008 가족 회원 > 2. UI 구성,"- MBR-EXT-02-01 가족 그룹 목록 (MBR-EXT-02-01): 등록된 가족 그룹을 카드 형태로 표시. 각 카드에는 그룹 이름(예: 김씨 가족)과 구성원 수, 대표 회원 이름이 표시됩니다."
generic::SCR-M010::MBR-EXT-04-01 세그먼트 목록 (MBR-EXT-04-01),MBR-EXT-04-01 세그먼트 목록 (MBR-EXT-04-01),generic,생성된 세그먼트를 / 설명 / 현재 해당 회원 수 / 생성일 / 마지막 업데이트 시각이 표시됩니다,,V1/D02-회원관리/회원관리.md,978,D02-회원관리 회원관리 > SCR-M010 세그먼트 관리 > 2. UI 구성,- MBR-EXT-04-01 세그먼트 목록 (MBR-EXT-04-01): 생성된 세그먼트를 카드 형태로 표시. 각 카드에는 세그먼트 이름·설명·현재 해당 회원 수·생성일·마지막 업데이트 시각이 표시됩니다.
member_auto_segments,자동 회원 세그먼트 7종,canonical,만료후미등록 / 이탈위험 / 만료임박 / 관심필요 / 신규 / 활발 / 충성,7,V1/D02-회원관리/회원관리.md,979,D02-회원관리 회원관리 > SCR-M010 세그먼트 관리 > 2. UI 구성,- 자동 7종 세그먼트 카드: 신규 / 이탈위험 / 만료임박 / 활발 / 관심필요 / 만료후미등록 / 충성의 현재 대상 수와 마지막 계산 시각을 표시합니다. 자동 7종은 시스템 정의이므로 조건·라벨명·삭제 버튼을 제공하지 않습니다.
signup_paths,가입경로,canonical,지역카페 / 회원소개 / 블로그 / 인스타 / 현수막 / 전단지 / 간판 / 당근 / 기타,,V1/D02-회원관리/회원관리.md,986,D02-회원관리 회원관리 > SCR-M010 세그먼트 관리 > 2. UI 구성,- 성별 / 연령대 / 회원구분 / 문의 유형(방문(WI) / 전화문의(TI) / 체험 / 일일입장) / 가입경로(간판 / 블로그 / 인스타 / 당근 / 지역카페 / 현수막 / 전단지 / 회원소개 / 기타)
generic::DLG-M014::결제 수단별 수납행,결제 수단별 수납행,generic,현금 / 계좌이체 등,,V1/D02-회원관리/회원관리.md,2050,D02-회원관리 회원관리 > DLG-M014 결제 상세 조회 > 2. UI 구성,"- 결제 수단별 수납행: 카드, 현금, 계좌이체 등. 각 행에는 금액, 매입사/카드사, 외부 POS/VAN 승인번호, 이체확인번호, 계좌이체 입금자명, 현금영수증 처리 여부, 영수증 파일을 표시합니다."
generic::SCR-S001::SAL-01-01 요약 지표 카드 (4개) (SAL-01-01),SAL-01-01 요약 지표 카드 (4개) (SAL-01-01),generic,순 매출 / 현금 결제 / 미수금을 상단에 크게 표시,4,V1/D03-매출관리/매출관리.md,31,D03-매출관리 매출관리 > SCR-S001 매출 현황 > 2. UI 구성 (SAL-01-05) (SAL-01-06) (SAL-01-11),- SAL-01-01 요약 지표 카드 (4개) (SAL-01-01): 순 매출 / 카드 결제 / 현금 결제 / 미수금을 상단에 크게 표시합니다.
generic::SCR-S001::운영 코크핏,운영 코크핏,generic,미수 추적 / 환불 검토 / 재등록 성,,V1/D03-매출관리/매출관리.md,33,D03-매출관리 매출관리 > SCR-S001 매출 현황 > 2. UI 구성 (SAL-01-05) (SAL-01-06) (SAL-01-11),- 운영 코크핏: 미수 추적 / 환불 검토 / 재등록 성과 / 고할인 거래를 우선순위 카드로 묶어 운영자가 지금 처리해야 할 매출 이슈를 first fold에서 확인합니다.
product_categories,상품 대분류,canonical,회원권 / 수강권 / 운동복 / 락커 / 일반,,V1/D03-매출관리/매출관리.md,39,D03-매출관리 매출관리 > SCR-S001 매출 현황 > 2. UI 구성 (SAL-01-05) (SAL-01-06) (SAL-01-11),"- 검색 및 필터 바 (SAL-01-03): 구매자 이름 또는 상품명 통합 검색, 상품 대분류(회원권·수강권·락커·운동복·일반) 필터, 상태(완료·환불·미납) 필터, 결제경로(POS·링크·수기) 필터, 날짜 범위 직접 지정."
generic::SCR-S001::SAL-01-08 하단 요약 바 (SAL-01-04),SAL-01-08 하단 요약 바 (SAL-01-04),generic,현재 / 순매출 / 현금 / 환불 / 미납금 / 할인 합계를 한 줄,,V1/D03-매출관리/매출관리.md,43,D03-매출관리 매출관리 > SCR-S001 매출 현황 > 2. UI 구성 (SAL-01-05) (SAL-01-06) (SAL-01-11),- SAL-01-08 하단 요약 바 (SAL-01-04): 현재 필터 기준의 총매출 / 순매출 / 현금 / 카드 / 환불 / 미납금 / 할인 합계를 한 줄로 표시합니다. (SAL-01-08)
generic::SCR-S001::매출 상세 모달 (SAL-01-07),매출 상세 모달 (SAL-01-07),generic,테이블 행을 클릭하면 결제일 / 상태 / 구매 정보 / 금액 정보 / 결제 내역 / 결제경로 / 링크 상태 / 메모를 담은 모달이 열립니다,,V1/D03-매출관리/매출관리.md,45,D03-매출관리 매출관리 > SCR-S001 매출 현황 > 2. UI 구성 (SAL-01-05) (SAL-01-06) (SAL-01-11),"- 매출 상세 모달 (SAL-01-07): 테이블 행을 클릭하면 결제일·상태·구매 정보·금액 정보·결제 내역·결제경로·링크 상태·카드 승인 정보·메모를 담은 모달이 열립니다. 모달 하단의 ""회원 상세 보기"" 버튼으로 해당 회원 페이지로 이동할 수 있습니다."
generic::SCR-S003::PAY-01-14 현장 결제 등록 정보 (PAY-01-03),PAY-01-14 현장 결제 등록 정보 (PAY-01-03),generic,결제수단별 수납 행을 / 현금 / 계좌이체 / 금액 / 외부 승인번호 / 이체확인번호 / 승인 / 입금시각 / 입금자명(계좌이체 필수 / 현금영수증 처리 여부 / 영수증 파일 / 메모를 입력 / 달라도 허용하며 / 직원이 확인한 실제 입금자명을 저장 / PDF 첨부를 기준으로,1,V1/D03-매출관리/매출관리.md,171,D03-매출관리 매출관리 > SCR-S003 결제 처리 > 2. UI 구성,"- PAY-01-14 현장 결제 등록 정보 (PAY-01-03): 결제수단별 수납 행을 1개 이상 입력합니다. 각 행에는 결제수단(카드/현금/계좌이체) / 금액 / 외부 승인번호 또는 이체확인번호 / 승인·입금시각 / 입금자명(계좌이체 필수) / 현금영수증 처리 여부 / 영수증 파일 / 메모를 입력합니다. 계좌이체 입금자명은 회원명과 달라도 허용하며, 직원이 확인한 실제 입금자명을 저장합니다. 영수증 파일은 필수이며 이미지/PDF 첨부를 기준으로 합니다. (PAY-01-07)"
generic::SCR-S004::최상위 탭 (3개) (SAL-03-01),최상위 탭 (3개) (SAL-03-01),generic,전체 통계 / 직군별 / 담당자별을 전환,3,V1/D03-매출관리/매출관리.md,240,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,"- 최상위 탭 (3개) (SAL-03-01): 전체 통계 / 직군별 / 담당자별을 전환합니다. 담당자별 탭은 총매출, 신규 매출, 재등록 매출, 기타 매출, 판매 건수, 평균 단가를 함께 표시합니다."
generic::SCR-S004::날짜 필터 (전체 통계 탭) (SAL-03-02),날짜 필터 (전체 통계 탭) (SAL-03-02),generic,이번 달 / 지난 달 / 최근 3개월 / 최근 6개월 / 올해 프리셋 버튼 / 시작일~종료일 직접 입력 / 조회 버튼을 제공,3,V1/D03-매출관리/매출관리.md,242,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,"- 날짜 필터 (전체 통계 탭) (SAL-03-02): 이번 달·지난 달·최근 3개월·최근 6개월·올해 프리셋 버튼과 시작일~종료일 직접 입력, 조회 버튼을 제공합니다."
generic::SCR-S004::하위 탭 (전체 통계 탭) (SAL-03-03),하위 탭 (전체 통계 탭) (SAL-03-03),generic,상품별 / 상품타입별 / 결제수단별 / 종목별 / 개월별 / GX종목별 / 법인권을 선택,,V1/D03-매출관리/매출관리.md,244,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,- 하위 탭 (전체 통계 탭) (SAL-03-03): 상품별 / 상품타입별 / 결제수단별 / 종목별 / 개월별 / GX종목별 / 법인권을 선택합니다. 각 탭 선택에 따라 차트 유형이 달라집니다.
gx_subcategories,GX 세부종목,canonical,GX 기타 / 필라테스 / 스피닝 / 요가 / 줌바,5,V1/D03-매출관리/매출관리.md,252,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,"- GX종목별: 상품 마스터 category=LESSON_PASS, lessonType=GX, subCategory 기준의 요가·필라테스·스피닝·줌바·GX 기타 5종 분포 차트"
class_session_types,강습 세션 유형,canonical,PT / GX / 골프 / 기타,5,V1/D03-매출관리/매출관리.md,256,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,"- GX 세부종목 5종 분류 (SAL-03-08): 요가 / 필라테스 / 스피닝 / 줌바 / GX 기타. 이 5종은 상품 마스터의 category=LESSON_PASS, lessonType=GX, subCategory 기준으로 고정 집계하며, 강습 세션 유형(PT/GX/골프/기타)과 섞지 않습니다."
generic::SCR-S004::SAL-03-06 집계 테이블 (SAL-03-06),SAL-03-06 집계 테이블 (SAL-03-06),generic,분석 항목명 / 판매 건수 / 매출액 / 비율(%,,V1/D03-매출관리/매출관리.md,260,D03-매출관리 매출관리 > SCR-S004 매출 통계 > 2. UI 구성,"- SAL-03-06 집계 테이블 (SAL-03-06): 분석 항목명 / 판매 건수 / 매출액 / 비율(%) 컬럼으로 구성됩니다. 담당자별 탭에서는 신규 매출, 재등록 매출, 기타 매출, 평균 단가 컬럼이 추가됩니다."
generic::SCR-S005::필터 드롭다운 (4종) (SAL-05-02),필터 드롭다운 (4종) (SAL-05-02),generic,수업 유형 / 담당자 / 구분 / 회원 상태,4,V1/D03-매출관리/매출관리.md,352,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,- 필터 드롭다운 (4종) (SAL-05-02): 수업 유형 / 담당자 / 구분 / 회원 상태 필터를 선택합니다. 각 드롭다운의 선택지는 기간·지점·계정 권한 범위에서 조회 가능한 데이터의 고유값으로 동적으로 생성됩니다.
class_types,수업 유형,canonical,PT / GX / 골프 / 기타,,V1/D03-매출관리/매출관리.md,354,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,- 수업 유형: 전체 + PT / GX / 골프 / 기타 중 해당 데이터에 존재하는 값만 표시합니다.
generic::SCR-S005::구분,구분,generic,통계 테이블의 구분 / 재등록 / 휴면복귀 / 종목추가 / 업그레이드 / 기타 기준을 사용,,V1/D03-매출관리/매출관리.md,358,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,- 구분: 전체 + 통계 테이블의 구분 컬럼에 존재하는 값을 표시합니다. 매출현황 탭은 신규 / 재등록 / 휴면복귀 / 종목추가 / 업그레이드 / 기타 기준을 사용합니다.
generic::SCR-S005::현황 탭 (4개) (SAL-05-03),현황 탭 (4개) (SAL-05-03),generic,수업현황 / 매출현황 / 예약현황 / 이용현황을,4,V1/D03-매출관리/매출관리.md,364,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,- 현황 탭 (4개) (SAL-05-03): 수업현황 / 매출현황 / 예약현황 / 이용현황을 탭으로 전환합니다. 탭에 따라 동일한 데이터에서 해당 유형의 행만 걸러 보여줍니다.
generic::SCR-S005::통계 테이블 (SAL-05-04),통계 테이블 (SAL-05-04),generic,일자 / 담당자 / 회원명 / 성별 / 휴대폰 / 구분 / 판매금액 / 할인금액 / 받을금액(VAT 제외 순매출 / 현금 / 계좌이체 / 마일리지(포인트) 사용액 / 미수발생 / 미수입금 / 받은금액 / 비고,17,V1/D03-매출관리/매출관리.md,366,D03-매출관리 매출관리 > SCR-S005 통계 관리 > 2. UI 구성,"- 통계 테이블 (SAL-05-04): 일자 / 담당자 / 회원명 / 성별 / 휴대폰 / 구분 / 판매금액 / 할인금액 / 받을금액(VAT 제외 순매출) / 카드 / 현금 / 계좌이체 / 마일리지(포인트) 사용액 / 미수발생 / 미수입금 / 받은금액 / 비고, 총 17개 컬럼을 제공합니다."
